"","Category","Rating","Reviews","Size","Installs","Type","Price","Content.Rating","Genres","Last.Updated","Current.Ver","Android.Ver"
"6375","FAMILY",4.4,634,1.8,"100,000+","Free",0,"Everyone","Education","September 5, 2017","1.6","2.3 and up"
"6376","LIFESTYLE",5,19,3.1,"1,000+","Free",0,"Everyone","Lifestyle","December 7, 2017","2.2","4.1 and up"
"6377","FAMILY",4.7,39,20,"1,000+","Free",0,"Everyone","Education","January 25, 2016","1.1","4.0.3 and up"
"6379","SOCIAL",4.7,549,17,"10,000+","Free",0,"Teen","Social","June 29, 2016","3.0.1","3.0 and up"
"6380","HEALTH_AND_FITNESS",2.2,4,28,"1,000+","Free",0,"Everyone","Health & Fitness","February 1, 2018","1.1.3","4.0 and up"
"6381","SOCIAL",4.6,308,0.443,"10,000+","Free",0,"Everyone","Social","June 10, 2015","1.0","3.0 and up"
"6382","LIFESTYLE",4.6,9,3.1,"1,000+","Free",0,"Everyone","Lifestyle","December 8, 2017","2.2","4.1 and up"
"6383","LIFESTYLE",4.7,29,3.2,"1,000+","Free",0,"Everyone","Lifestyle","July 25, 2018","1.3","4.0.3 and up"
"6384","VIDEO_PLAYERS",4.6,277,6.8,"10,000+","Free",0,"Everyone","Video Players & Editors","July 16, 2016","1.01","2.3 and up"
"6385","FAMILY",4.4,30,99,"5,000+","Free",0,"Everyone","Entertainment","March 31, 2018","0.1","4.0 and up"
"6386","FAMILY",3.8,125,17,"10,000+","Free",0,"Everyone","Casual","February 21, 2017","v1.3","4.0 and up"
"6387","FAMILY",3.6,445,12,"50,000+","Free",0,"Everyone","Casual","March 22, 2015","1.3","2.2 and up"
"6388","LIFESTYLE",4.9,301,25,"10,000+","Free",0,"Everyone","Lifestyle","July 21, 2018","1.1.2","4.4 and up"
"6389","FAMILY",4.8,160,13,"10,000+","Free",0,"Everyone","Entertainment","March 5, 2017","1.3","2.3 and up"
"6391","FAMILY",4.4,150,5.9,"10,000+","Free",0,"Everyone","Entertainment","June 11, 2018","1.07","4.0 and up"
"6392","BUSINESS",5,8,3.7,"100+","Free",0,"Everyone","Business","June 5, 2018","1.1.1","4.1 and up"
"6393","FAMILY",4.8,100,4.5,"5,000+","Free",0,"Everyone","Education","August 5, 2018","2.0","4.4 and up"
"6396","FAMILY",4.6,106,3.9,"10,000+","Free",0,"Everyone","Education","November 19, 2016","1.1","2.2 and up"
"6397","LIFESTYLE",5,10,3,"1,000+","Free",0,"Everyone","Lifestyle","January 14, 2018","1.0","4.1 and up"
"6398","FAMILY",4.6,222,1.4,"10,000+","Free",0,"Everyone","Entertainment","February 7, 2016","0.4.0","2.1 and up"
"6399","FINANCE",5,4,11,"50+","Free",0,"Everyone","Finance","May 25, 2018","1.0.0","4.4 and up"
"6401","LIFESTYLE",4,4160,30,"500,000+","Free",0,"Everyone","Lifestyle","July 6, 2018","2.3.6","4.0.3 and up"
"6402","FAMILY",4.3,616,25,"10,000+","Free",0,"Teen","Casual","June 12, 2018","4.5.5","2.3.3 and up"
"6403","GAME",4.5,415,52,"10,000+","Free",0,"Mature 17+","Adventure","July 6, 2018","1.0.1","4.1 and up"
"6404","FAMILY",4,2614,6.3,"100,000+","Free",0,"Mature 17+","Simulation","April 14, 2015","1.0.8","2.2 and up"
"6405","FAMILY",3.2,304,4.7,"10,000+","Free",0,"Teen","Entertainment","February 14, 2018","1.0.2","4.0.3 and up"
"6406","FAMILY",4.6,2683,25,"10,000+","Free",0,"Mature 17+","Simulation","June 15, 2018","1.3.1","4.0 and up"
"6407","FAMILY",4.2,3379,62,"100,000+","Free",0,"Mature 17+","Simulation","March 23, 2017","1.6.3","2.3.3 and up"
"6408","COMICS",4.8,33783,6.4,"1,000,000+","Free",0,"Teen","Comics","July 28, 2018","1.3.34","4.1 and up"
"6409","COMICS",3,28447,15,"1,000,000+","Free",0,"Teen","Comics","July 31, 2018","Varies with device","Varies with device"
"6410","GAME",4.3,125,70,"5,000+","Free",0,"Teen","Adventure","July 1, 2016","1.0.1","2.3.3 and up"
"6411","MAPS_AND_NAVIGATION",3.9,230,12,"10,000+","Free",0,"Everyone","Maps & Navigation","July 13, 2018","2.12.1","4.1 and up"
"6412","COMICS",3.2,1462,7.1,"100,000+","Free",0,"Mature 17+","Comics","May 18, 2018","1.0","4.0.3 and up"
"6413","FAMILY",3.9,8419,47,"100,000+","Free",0,"Teen","Role Playing","August 1, 2018","0.0.42","4.0.3 and up"
"6414","FAMILY",4.8,4,23,"10+","Paid",14.99,"Teen","Casual","January 24, 2018","1.03","2.3.3 and up"
"6415","COMICS",3.5,4205,10,"100,000+","Free",0,"Teen","Comics","July 13, 2018","1.77","4.0.3 and up"
"6416","GAME",4.4,1563,40,"50,000+","Free",0,"Teen","Adventure","June 29, 2017","1.3.6","4.0 and up"
"6417","GAME",4.1,355,53,"10,000+","Free",0,"Teen","Adventure","July 10, 2018","1.0.6","4.1 and up"
"6418","FAMILY",4.2,1901,8.2,"100,000+","Free",0,"Mature 17+","Simulation","July 7, 2016","1.3.0","2.3.3 and up"
"6419","FAMILY",4.7,6073,8.5,"100,000+","Free",0,"Mature 17+","Simulation","February 25, 2018","4.2.2","2.3 and up"
"6420","TOOLS",4,9,33,"1,000+","Free",0,"Everyone","Tools","May 28, 2018","3.0.1","4.0 and up"
"6421","COMICS",4.4,190,34,"10,000+","Free",0,"Everyone","Comics","November 17, 2017","3.2.1","3.0 and up"
"6422","FAMILY",4.2,45,23,"1,000+","Free",0,"Teen","Casual","January 25, 2018","1.5","2.3.3 and up"
"6423","SHOPPING",5,21,2.5,"100+","Free",0,"Everyone","Shopping","October 31, 2017","1.6","4.2 and up"
"6424","PHOTOGRAPHY",3.5,52,1.8,"10,000+","Free",0,"Everyone","Photography","August 18, 2016","2.0.160818","2.3 and up"
"6427","FAMILY",4.5,1318,24,"50,000+","Free",0,"Teen","Simulation","March 5, 2018","1.0.21","4.1 and up"
"6428","TRAVEL_AND_LOCAL",4.1,98,2,"5,000+","Free",0,"Everyone","Travel & Local","July 17, 2018","2.0","4.3 and up"
"6430","TOOLS",4.3,15,1.2,"100+","Paid",3.99,"Everyone","Tools","June 5, 2014","1.3.140606","2.3 and up"
"6432","FAMILY",4.3,855,7,"10,000+","Free",0,"Teen","Entertainment","February 22, 2016","5.0","2.3.3 and up"
"6433","PERSONALIZATION",4.4,18,2.1,"500+","Paid",2,"Everyone","Personalization","July 1, 2013","1.0.3","2.1 and up"
"6439","PERSONALIZATION",4,289,2.7,"10,000+","Free",0,"Everyone","Personalization","May 6, 2013","1.01","2.1 and up"
"6440","FINANCE",4.3,23,93,"1,000+","Free",0,"Everyone","Finance","August 1, 2018","2.6.0","5.0 and up"
"6441","GAME",4,267,40,"10,000+","Paid",1.99,"Everyone","Action","February 17, 2017","1.02.01","4.0 and up"
"6442","MAPS_AND_NAVIGATION",4.9,124,3.4,"1,000+","Free",0,"Everyone","Maps & Navigation","March 26, 2018","Varies with device","Varies with device"
"6443","GAME",4.7,21,9,"100+","Free",0,"Everyone","Arcade","June 30, 2017","10.05","4.0.3 and up"
"6447","TOOLS",4.3,33,1,"500+","Paid",3.99,"Everyone","Tools","February 25, 2015","2.6.150226","2.3 and up"
"6448","PERSONALIZATION",4.2,279,1.1,"10,000+","Free",0,"Everyone","Personalization","May 6, 2013","1.0.2","2.1 and up"
"6449","GAME",4.1,496,39,"100,000+","Free",0,"Teen","Card","January 31, 2017","1.3.0","2.3.3 and up"
"6452","LIFESTYLE",3.2,320,31,"50,000+","Free",0,"Everyone","Lifestyle","December 13, 2017","1.4","4.2 and up"
"6453","SPORTS",3.9,9765,14,"1,000,000+","Free",0,"Everyone","Sports","May 1, 2017","1.38.1","2.3 and up"
"6454","FINANCE",4.2,798,29,"50,000+","Free",0,"Everyone","Finance","January 3, 2018","1.0.46","4.0 and up"
"6455","TOOLS",4.1,783,4.2,"100,000+","Free",0,"Everyone","Tools","August 5, 2016","1.0.1","4.0.3 and up"
"6456","BUSINESS",4.9,13,5.3,"100+","Free",0,"Everyone","Business","July 12, 2018","1.11.1prod","4.0.3 and up"
"6458","SPORTS",3.7,84,6.3,"1,000+","Paid",2.99,"Everyone","Sports","April 17, 2018","3.7","4.4 and up"
"6459","FINANCE",3.5,196,27,"10,000+","Free",0,"Everyone","Finance","August 20, 2017","1.8","4.1 and up"
"6460","TOOLS",4.9,83,3.1,"500+","Paid",3.99,"Everyone","Tools","June 1, 2018","2.0.0","5.0 and up"
"6462","COMMUNICATION",3.3,78,2.5,"10,000+","Free",0,"Everyone","Communication","March 31, 2018","4.5","6.0 and up"
"6463","BOOKS_AND_REFERENCE",4.9,659,5,"10,000+","Free",0,"Everyone","Books & Reference","August 28, 2017","4.4.5","4.0 and up"
"6464","SPORTS",3.4,1520,6.3,"50,000+","Free",0,"Everyone","Sports","April 17, 2018","3.7","4.4 and up"
"6466","SPORTS",4.5,2710,4.8,"100,000+","Free",0,"Everyone","Sports","November 27, 2017","4.0","4.1 and up"
"6468","FAMILY",5,6,9.2,"1,000+","Free",0,"Everyone","Education","January 24, 2018","1.0","4.1 and up"
"6469","AUTO_AND_VEHICLES",3.5,2,34,"100+","Free",0,"Everyone","Auto & Vehicles","June 8, 2018","1.10.1","5.0 and up"
"6472","HEALTH_AND_FITNESS",4.4,622,2.5,"10,000+","Free",0,"Everyone","Health & Fitness","May 9, 2018","1.3.3","4.4 and up"
"6473","SHOPPING",3.7,192,36,"100,000+","Free",0,"Everyone","Shopping","August 3, 2018","0.8.129","4.1 and up"
"6475","FINANCE",4.8,6,6.2,"500+","Free",0,"Everyone","Finance","August 3, 2018","2.0.10","4.0.3 and up"
"6477","SPORTS",4.3,1879,4.4,"100,000+","Free",0,"Everyone","Sports","February 9, 2017","2.9","4.1 and up"
"6478","HEALTH_AND_FITNESS",4.9,42,18,"1,000+","Free",0,"Everyone","Health & Fitness","June 11, 2018","1.5.12","4.1 and up"
"6485","HEALTH_AND_FITNESS",5,3,9.3,"100+","Free",0,"Everyone","Health & Fitness","October 9, 2017","0.0.1","4.1 and up"
"6490","SPORTS",4.4,328,11,"10,000+","Free",0,"Everyone","Sports","July 31, 2018","2.0.5","4.4 and up"
"6491","MEDICAL",1,1,2.3,"100+","Free",0,"Everyone","Medical","December 14, 2016","1.1.3","4.3 and up"
"6492","SPORTS",4.5,117,4.4,"1,000+","Paid",0.99,"Everyone","Sports","February 9, 2017","2.9","4.1 and up"
"6494","PRODUCTIVITY",4,2,10,"10+","Free",0,"Everyone","Productivity","July 24, 2018","1.3.3","4.1 and up"
"6495","TOOLS",5,1,3.7,"10+","Free",0,"Everyone","Tools","July 13, 2018","2.0","4.4 and up"
"6496","GAME",4.9,59,21,"500+","Free",0,"Everyone","Word","June 22, 2018","1.0","4.4 and up"
"6497","SPORTS",4.7,163,4.6,"1,000+","Paid",0.99,"Everyone","Sports","October 6, 2017","3.9","4.1 and up"
"6499","FINANCE",3.9,8185,45,"500,000+","Free",0,"Everyone","Finance","July 6, 2018","5.1","4.4 and up"
"6501","SHOPPING",3.2,661,7.6,"100,000+","Free",0,"Everyone","Shopping","March 19, 2018","3.0.2","4.1 and up"
"6502","BOOKS_AND_REFERENCE",3.5,2539,8.6,"500,000+","Free",0,"Everyone","Books & Reference","July 26, 2018","v1.1.6","4.1 and up"
"6504","FINANCE",3.7,913,0.068,"100,000+","Free",0,"Everyone","Finance","July 20, 2012","1.0","1.5 and up"
"6505","BUSINESS",3,597,17,"100,000+","Free",0,"Everyone","Business","July 12, 2018","9.0","5.0 and up"
"6506","LIBRARIES_AND_DEMO",4.2,78,0.793,"10,000+","Free",0,"Everyone","Libraries & Demo","February 5, 2017","2.3.2","1.6 and up"
"6507","BEAUTY",4,2,13,"100+","Free",0,"Everyone","Beauty","March 6, 2018","1.0.8","4.0.3 and up"
"6508","LIBRARIES_AND_DEMO",4.1,142,0.432,"10,000+","Free",0,"Everyone","Libraries & Demo","February 5, 2017","2.3.2","1.6 and up"
"6511","LIBRARIES_AND_DEMO",4,45,0.822,"5,000+","Free",0,"Everyone","Libraries & Demo","February 5, 2017","2.3.2","1.6 and up"
"6512","FINANCE",3.1,72,2.4,"10,000+","Free",0,"Everyone","Finance","February 13, 2018","2.0.9","4.0 and up"
"6513","LIBRARIES_AND_DEMO",4.4,34,0.407,"1,000+","Free",0,"Everyone","Libraries & Demo","February 5, 2017","2.3.2","1.6 and up"
"6514","SPORTS",3.2,4,5.6,"100+","Free",0,"Everyone","Sports","May 17, 2018","4.6","4.3 and up"
"6515","LIBRARIES_AND_DEMO",3.9,71,0.402,"10,000+","Free",0,"Everyone","Libraries & Demo","February 5, 2017","2.3.2","1.6 and up"
"6516","LIBRARIES_AND_DEMO",4.2,86,0.448,"10,000+","Free",0,"Everyone","Libraries & Demo","February 5, 2017","2.3.2","1.6 and up"
"6517","BOOKS_AND_REFERENCE",4.7,146,34,"5,000+","Free",0,"Everyone","Books & Reference","April 30, 2018","1.1.3","4.4 and up"
"6518","LIBRARIES_AND_DEMO",4,24,0.467,"1,000+","Free",0,"Everyone","Libraries & Demo","February 5, 2017","2.3.2","1.6 and up"
"6521","LIBRARIES_AND_DEMO",4,45,0.327,"5,000+","Free",0,"Everyone","Libraries & Demo","February 5, 2017","2.3.2","1.6 and up"
"6522","NEWS_AND_MAGAZINES",3.7,533,3.8,"50,000+","Free",0,"Everyone","News & Magazines","August 5, 2018","4.4","4.0.3 and up"
"6523","LIBRARIES_AND_DEMO",4.1,120,0.764,"10,000+","Free",0,"Everyone","Libraries & Demo","February 5, 2017","2.3.2","1.6 and up"
"6524","LIBRARIES_AND_DEMO",4.4,30,0.704,"5,000+","Free",0,"Everyone","Libraries & Demo","February 5, 2017","2.3.2","1.6 and up"
"6525","LIBRARIES_AND_DEMO",4,50,0.42,"5,000+","Free",0,"Everyone","Libraries & Demo","February 5, 2017","2.3.2","1.6 and up"
"6526","LIBRARIES_AND_DEMO",3.9,131,0.419,"10,000+","Free",0,"Everyone","Libraries & Demo","February 5, 2017","2.3.2","1.6 and up"
"6527","LIBRARIES_AND_DEMO",3.6,7,0.188,"1,000+","Free",0,"Everyone","Libraries & Demo","February 5, 2017","2.3.2","1.6 and up"
"6530","PRODUCTIVITY",4.6,27,2.5,"1,000+","Free",0,"Everyone","Productivity","June 5, 2017","1.2.3","4.0 and up"
"6532","LIBRARIES_AND_DEMO",4.4,63,0.407,"5,000+","Free",0,"Everyone","Libraries & Demo","February 5, 2017","2.3.2","1.6 and up"
"6534","LIBRARIES_AND_DEMO",4.3,15,0.449,"1,000+","Free",0,"Everyone","Libraries & Demo","February 5, 2017","2.3.2","1.6 and up"
"6535","GAME",4.5,514,5.9,"5,000+","Paid",6.99,"Teen","Adventure","June 4, 2018","1.0.36","4.0 and up"
"6536","LIBRARIES_AND_DEMO",4.1,66,0.711,"10,000+","Free",0,"Everyone","Libraries & Demo","February 5, 2017","2.3.2","1.6 and up"
"6537","LIBRARIES_AND_DEMO",3.8,18,0.484,"1,000+","Free",0,"Everyone","Libraries & Demo","February 5, 2017","2.3.2","1.6 and up"
"6538","LIBRARIES_AND_DEMO",4.1,174,0.797,"10,000+","Free",0,"Everyone","Libraries & Demo","February 5, 2017","2.3.2","1.6 and up"
"6539","GAME",4.6,144,6.3,"1,000+","Paid",6.99,"Everyone","Adventure","May 15, 2018","1.0.9","4.0 and up"
"6540","LIBRARIES_AND_DEMO",3.7,83,0.404,"10,000+","Free",0,"Everyone","Libraries & Demo","February 5, 2017","2.3.2","1.6 and up"
"6541","LIBRARIES_AND_DEMO",3.9,53,0.326,"10,000+","Free",0,"Everyone","Libraries & Demo","February 5, 2017","2.3.2","1.6 and up"
"6542","LIBRARIES_AND_DEMO",4.4,50,0.494,"5,000+","Free",0,"Everyone","Libraries & Demo","February 5, 2017","2.3.2","1.6 and up"
"6544","LIFESTYLE",4.5,31,2.3,"1,000+","Free",0,"Everyone","Lifestyle","April 21, 2018","2.1.0","4.1 and up"
"6548","GAME",4.4,33661,60,"100,000+","Paid",2.99,"Everyone","Card","August 3, 2018","3.4.6","4.1 and up"
"6549","GAME",3.5,46801,60,"1,000,000+","Free",0,"Everyone","Card","August 3, 2018","3.4.6","4.1 and up"
"6550","FAMILY",4.3,41,7.9,"1,000+","Paid",2.99,"Everyone","Education;Pretend Play","May 31, 2018","2.4.2","4.0.3 and up"
"6551","FAMILY",4.5,65,24,"10,000+","Free",0,"Everyone","Casual","July 5, 2018","6.0","4.0 and up"
"6552","FAMILY",4.5,5591653,95,"50,000,000+","Free",0,"Everyone 10+","Strategy","July 18, 2018","35.119","4.0.3 and up"
"6553","GAME",4.4,1432447,59,"50,000,000+","Free",0,"Everyone","Arcade","November 9, 2017","1.3.21","4.0.3 and up"
"6554","FAMILY",4.2,13,23,"1,000+","Paid",2.49,"Everyone","Education;Pretend Play","December 25, 2017","2.6","4.0.3 and up"
"6555","GAME",4.3,1167143,12,"100,000,000+","Free",0,"Everyone","Arcade","September 20, 2017","1.18.35","4.1 and up"
"6557","FINANCE",3.6,73,14,"10,000+","Free",0,"Everyone","Finance","October 18, 2016","1.5.0","4.1 and up"
"6558","FAMILY",4,3,2.2,"500+","Free",0,"Teen","Casual","July 22, 2018","1.1.1","5.0 and up"
"6559","GAME",3.8,488,30,"100,000+","Free",0,"Teen","Casino","June 10, 2016","1.3","2.3 and up"
"6562","GAME",4.4,125578,17,"5,000,000+","Free",0,"Everyone","Action","July 6, 2015","1.1.8","2.1 and up"
"6563","FAMILY",3.8,87734,32,"10,000,000+","Free",0,"Teen","Entertainment","July 19, 2018","16.0.0.437","4.1 and up"
"6564","GAME",3.9,164,33,"10,000+","Free",0,"Teen","Card","September 23, 2013","1.0.1","2.3.3 and up"
"6565","GAME",4.1,14283,4.2,"1,000,000+","Free",0,"Teen","Casino","October 1, 2017","1.1.2","4.0 and up"
"6566","FAMILY",4.3,6,33,"1,000+","Paid",2.49,"Everyone","Education;Pretend Play","December 25, 2017","1.5","4.0.3 and up"
"6567","SOCIAL",3.5,20675,96,"1,000,000+","Free",0,"Teen","Social","August 2, 2018","4.4.0","5.0 and up"
"6569","SOCIAL",4.3,51569,26,"1,000,000+","Free",0,"Teen","Social","July 30, 2018","5.4.7","4.1 and up"
"6571","FAMILY",4.7,10,30,"1,000+","Paid",2.99,"Everyone","Education;Pretend Play","December 18, 2017","1.3","4.0.3 and up"
"6572","GAME",4.5,38297,6.4,"10,000,000+","Free",0,"Everyone","Arcade","July 5, 2018","1.0.8","4.0.3 and up"
"6573","FAMILY",3.8,159398,28,"5,000,000+","Free",0,"Teen","Role Playing","May 30, 2018","2.22.0","4.2 and up"
"6574","GAME",4.5,776730,49,"10,000,000+","Free",0,"Everyone 10+","Action","July 26, 2018","2.23","4.0.3 and up"
"6575","GAME",4.2,152,16,"10,000+","Free",0,"Teen","Casino","July 8, 2018","2.1.2","4.1 and up"
"6576","FAMILY",4.3,70903,51,"5,000,000+","Free",0,"Everyone","Puzzle;Brain Games","May 3, 2018","1.3.20","4.0.3 and up"
"6577","EVENTS",4.1,110,2.6,"5,000+","Free",0,"Teen","Events","June 5, 2018","Version 1.3.1","4.0.3 and up"
"6578","PHOTOGRAPHY",4.6,819694,25,"10,000,000+","Free",0,"Everyone","Photography","June 26, 2018","4.2.3","4.0 and up"
"6580","GAME",4.5,1243017,27,"50,000,000+","Free",0,"Teen","Action","July 18, 2018","3.0.0","4.2 and up"
"6581","FAMILY",4.5,66740,23,"1,000,000+","Free",0,"Everyone","Arcade;Action & Adventure","July 8, 2016","2.4.4","2.3 and up"
"6582","TRAVEL_AND_LOCAL",3,69,31,"10,000+","Free",0,"Everyone","Travel & Local","June 11, 2018","3.4.1","5.0 and up"
"6583","HEALTH_AND_FITNESS",2.6,186,25,"10,000+","Free",0,"Everyone","Health & Fitness","May 19, 2018","1.1.0","8.0 and up"
"6584","BUSINESS",3.4,25,16,"10,000+","Free",0,"Everyone","Business","July 27, 2018","1.1.2","4.1 and up"
"6585","MEDICAL",4.4,578,0.688,"10,000+","Paid",0.99,"Everyone","Medical","November 30, 2014","7.0.1","2.2 and up"
"6586","MEDICAL",4.2,33033,7.4,"5,000,000+","Free",0,"Everyone","Medical","July 24, 2018","3.27.3","4.1 and up"
"6587","LIFESTYLE",4,7808,5,"1,000,000+","Free",0,"Everyone","Lifestyle","November 5, 2015","1.2.1","2.2 and up"
"6588","MEDICAL",4.7,8347,2.6,"500,000+","Free",0,"Everyone","Medical","April 13, 2018","1.4.6","4.0 and up"
"6589","MEDICAL",3.4,18,45,"1,000+","Free",0,"Everyone","Medical","June 5, 2018","1.2.4","2.3.3 and up"
"6590","MEDICAL",3.7,9,23,"1,000+","Free",0,"Everyone","Medical","October 3, 2017","1.1.3","2.3.3 and up"
"6591","MEDICAL",3.7,3596,8.4,"1,000,000+","Free",0,"Everyone","Medical","July 18, 2018","4.0.9","4.0.3 and up"
"6592","MEDICAL",4.5,3320,8.3,"100,000+","Free",0,"Everyone","Medical","February 12, 2018","3.1.1","4.1 and up"
"6593","FAMILY",3.9,174423,7.9,"10,000,000+","Free",0,"Everyone","Entertainment","August 2, 2018","2.28","4.0 and up"
"6594","MEDICAL",5,6,26,"1,000+","Free",0,"Everyone","Medical","May 25, 2018","1.0.32","4.4 and up"
"6595","MEDICAL",4.3,17,6,"10,000+","Free",0,"Everyone","Medical","February 25, 2017","1.0.1","4.4 and up"
"6596","MEDICAL",4.2,178,4.8,"1,000+","Paid",0.99,"Everyone","Medical","July 22, 2018","4.1.5 (Steglitz)","4.1 and up"
"6598","MEDICAL",4,255,16,"10,000+","Free",0,"Everyone","Medical","May 25, 2018","2.5.80","4.2 and up"
"6600","MEDICAL",4.5,309,5.9,"10,000+","Free",0,"Everyone","Medical","March 15, 2017","2.21","4.4 and up"
"6601","MEDICAL",4,91,0.327,"10,000+","Free",0,"Everyone","Medical","February 8, 2012","1.6","2.1 and up"
"6602","BOOKS_AND_REFERENCE",4.4,52,2.2,"1,000+","Free",0,"Everyone","Books & Reference","January 15, 2016","2.0.7","4.0 and up"
"6603","MEDICAL",1.8,30,0.866,"500+","Free",0,"Everyone","Medical","May 27, 2016","1.1","4.3 and up"
"6604","HEALTH_AND_FITNESS",4.3,12,0.599,"1,000+","Free",0,"Everyone","Health & Fitness","February 20, 2016","1.0.0","5.0 and up"
"6605","LIFESTYLE",5,3,1.5,"100+","Free",0,"Everyone","Lifestyle","November 15, 2014","1.1","2.2 and up"
"6606","HEALTH_AND_FITNESS",5,1,12,"50+","Free",0,"Everyone","Health & Fitness","April 9, 2018","1.0.8.506","5.0 and up"
"6608","FAMILY",3.2,12,13,"1,000+","Free",0,"Everyone","Casual","February 3, 2018","1.3_4","4.0 and up"
"6610","FAMILY",4.6,47,3.3,"5,000+","Free",0,"Everyone","Simulation","August 1, 2018","1.1","4.0.3 and up"
"6611","MEDICAL",3.8,4,2.9,"1,000+","Free",0,"Everyone","Medical","June 1, 2016","1.0","3.0 and up"
"6612","MEDICAL",3.9,31,10,"1,000+","Free",0,"Everyone","Medical","January 15, 2016","1.0.1","4.4 and up"
"6613","MEDICAL",4.2,34,3.2,"1,000+","Free",0,"Everyone","Medical","October 12, 2016","1.2016","3.0 and up"
"6615","MEDICAL",4,11,1.8,"1,000+","Free",0,"Everyone","Medical","November 8, 2017","1.1.1","4.0 and up"
"6616","MEDICAL",3.8,292,2.7,"100,000+","Free",0,"Everyone","Medical","April 16, 2018","43.0","4.0.3 and up"
"6617","FAMILY",4.1,157,7,"50,000+","Free",0,"Everyone","Entertainment","September 20, 2016","1.2","4.0.3 and up"
"6618","HEALTH_AND_FITNESS",3.9,26,12,"1,000+","Free",0,"Everyone","Health & Fitness","June 9, 2018","1.0","4.1 and up"
"6620","HEALTH_AND_FITNESS",2.1,32,9.6,"1,000+","Free",0,"Everyone","Health & Fitness","May 22, 2018","5.9","4.3 and up"
"6621","LIFESTYLE",1.8,5,18,"1,000+","Free",0,"Everyone 10+","Lifestyle","February 12, 2018","26.0","4.1 and up"
"6622","MEDICAL",4.2,70,1.9,"10,000+","Free",0,"Everyone","Medical","May 27, 2016","2.46 Saber","4.4 and up"
"6623","MEDICAL",2,1,29,"50+","Free",0,"Everyone","Medical","June 27, 2017","7.9.0 (5192)","5.0 and up"
"6626","HEALTH_AND_FITNESS",3.4,2256,1.6,"500,000+","Free",0,"Everyone","Health & Fitness","July 31, 2014","1.1.0","4.0 and up"
"6627","MEDICAL",4.3,46,2,"10,000+","Free",0,"Everyone","Medical","April 5, 2017","1.0.2","4.0.3 and up"
"6629","TOOLS",3.7,5004,2.5,"1,000,000+","Free",0,"Everyone","Tools","July 9, 2018","8.3.6-e04ac87","Varies with device"
"6630","GAME",4.7,191,7.2,"5,000+","Free",0,"Everyone","Trivia","July 31, 2018","4.1.2","4.1 and up"
"6631","BOOKS_AND_REFERENCE",4.5,67186,6.3,"1,000,000+","Free",0,"Everyone 10+","Books & Reference","May 18, 2018","4.4.10","2.3.3 and up"
"6632","TOOLS",4.6,18,4,"100+","Free",0,"Everyone","Tools","April 1, 2018","3.4.5","4.0 and up"
"6633","PRODUCTIVITY",3.6,26,1.2,"5,000+","Free",0,"Everyone","Productivity","May 19, 2015","10.0.3086","4.0 and up"
"6636","TOOLS",4.4,8259,3.5,"1,000,000+","Free",0,"Everyone","Tools","July 18, 2018","13.3","4.0 and up"
"6637","FAMILY",4.6,41,9.2,"1,000+","Free",0,"Everyone","Education","July 7, 2017","5.1","2.3 and up"
"6641","FAMILY",2.3,3,36,"1,000+","Free",0,"Everyone 10+","Entertainment","January 23, 2018","2.4","2.3.3 and up"
"6644","PRODUCTIVITY",3.8,8211,4.1,"5,000,000+","Free",0,"Everyone","Productivity","July 20, 2018","1.8.4","4.4 and up"
"6646","TOOLS",3,2,2.7,"100+","Free",0,"Everyone","Tools","October 10, 2017","1.0.1","4.4 and up"
"6647","FOOD_AND_DRINK",5,2,33,"50+","Free",0,"Everyone","Food & Drink","March 8, 2018","0.8","2.3.3 and up"
"6648","PERSONALIZATION",4.5,43,28,"10,000+","Free",0,"Everyone","Personalization","March 26, 2018","1.1","4.0 and up"
"6649","PERSONALIZATION",4.4,16,6.7,"5,000+","Free",0,"Everyone","Personalization","March 10, 2018","1.3.4","7.0 and up"
"6650","FAMILY",4.5,516,21,"50,000+","Free",0,"Everyone","Education;Education","December 21, 2016","1.4.1","4.0.3 and up"
"6651","FOOD_AND_DRINK",4.8,18,3.5,"5,000+","Free",0,"Everyone","Food & Drink","August 15, 2016","1.0","4.0 and up"
"6652","TOOLS",4.3,3068,6,"100,000+","Free",0,"Everyone","Tools","July 20, 2018","11.1","4.0 and up"
"6656","FOOD_AND_DRINK",3.7,3,27,"1,000+","Free",0,"Everyone","Food & Drink","March 5, 2018","1.01.03","4.1 and up"
"6657","PERSONALIZATION",4.5,13466,3.4,"500,000+","Free",0,"Everyone","Personalization","June 19, 2018","1.9","5.0 and up"
"6659","TOOLS",4.3,27749,16,"1,000,000+","Free",0,"Everyone","Tools","July 19, 2018","3.3.6","4.0.3 and up"
"6661","FAMILY",4.4,77,10,"10,000+","Free",0,"Everyone","Education","July 7, 2017","1.6","2.3 and up"
"6663","TOOLS",4.5,28030,9,"1,000,000+","Free",0,"Everyone","Tools","August 2, 2018","4.4.4","4.1 and up"
"6664","LIFESTYLE",1.6,242,36,"50,000+","Free",0,"Everyone","Lifestyle","May 14, 2018","1.2.1","3.0 and up"
"6667","FAMILY",4.5,75719,30,"5,000,000+","Free",0,"Everyone","Educational","November 24, 2017","3.3.0","4.0.3 and up"
"6675","FOOD_AND_DRINK",3.8,1103,6.6,"100,000+","Free",0,"Everyone","Food & Drink","June 8, 2018","1.4.0-2","4.1 and up"
